name,category,lat,lon
Lemon Tree Cafe,cafe,53.269926,-6.1670723
Polonez,supermarket,53.2832504,-6.3763105
De Ville's,restaurant,53.2773129,-6.1037647
Little Forest,restaurant,53.3008157,-6.1762533
El Grito Taqueria,restaurant,53.3573554,-6.2566513
Paulies' Pizza,restaurant,53.3374436,-6.2346422
Fish Shack,restaurant,53.2892304,-6.1254533
Toscana,restaurant,53.2902786,-6.1271048
Dunnes Stores,supermarket,53.3250623,-6.3958019
Den Bar,bar,53.3322511,-6.2412802
Two Pups Coffee,cafe,53.3393873,-6.273491
The Coach Inn,pub,53.2094649,-6.1156235
Dicey’s Garden,pub,53.3359091,-6.2635598
Leggs pub,pub,53.3341764,-6.254773
Blackrock Further Education Institute,college,53.300884,-6.1759525
Zambrero,fast_food,53.3332892,-6.2618503
Ichiwa,restaurant,53.3476853,-6.2440058
Charlemont Bar & Bistro,bar,53.3309476,-6.259287
Insomnia,cafe,53.2940502,-6.1536172
Attico,restaurant,53.2940361,-6.1535186
Victoria,restaurant,53.2940277,-6.1531243
8a Brasserie,restaurant,53.2940149,-6.1527018
Honest Pizza,restaurant,53.3434277,-6.2639252
Leopold,cafe,53.3394499,-6.2948494
Coffee Doc,cafe,53.3394146,-6.2950398
Bank of Ireland,atm,53.3395315,-6.2951498
K&K café,cafe,53.3908695,-6.391776
Green Beards,fast_food,53.3210532,-6.2564415
Crossfit BUA,fitness_centre,53.3957458,-6.2492645
Rose Garden,restaurant,53.3366306,-6.2991831
Centra,convenience,53.2780562,-6.400398
B&C Coffee Co.,cafe,53.3219319,-6.3190935
Sova Vegan Butcher,restaurant,53.3354811,-6.2663042
Vintage Cocktail Club,bar,53.34503,-6.2628917
Graze at the Elbowroom,cafe,53.3507878,-6.280361
Umi Falafel,cafe,53.3440395,-6.2655397
Spar,convenience,53.2775883,-6.4176341
Spar,cafe,53.2775608,-6.4175111
,supermarket,53.2878248,-6.3667897
Pizza Hut,restaurant,53.2940698,-6.3550984
Macaris Castletymon,fast_food,53.2953689,-6.3420291
Centra,convenience,53.2955309,-6.3422051
No. 2,bar,53.2882365,-6.3699037
Macari's,fast_food,53.2877856,-6.3625491
Oche,fast_food,53.2877462,-6.3647626
Happy Food,cafe,53.335037,-6.264169
Bank of Ireland,bank,53.3393169,-6.2949575
Great Wall House,fast_food,53.3285935,-6.3052188
Rialto Bridge Cafe,cafe,53.3372206,-6.298968
Ebb and Flow,cafe,53.3350284,-6.2654409
Oolong Cafe,cafe,53.3412559,-6.2646367
Zakura,restaurant,53.3337459,-6.2450163
KC Peaches Cafe and Catering,cafe,53.3426253,-6.2572755
The Waterfront Bistro,restaurant,53.2904239,-6.1273622
Xico,bar,53.337863,-6.2527928
Stella Diner,restaurant,53.3223341,-6.2658506
HSBC,bank,53.3434225,-6.2391893
Riba,restaurant,53.2885177,-6.1990832
Costa,cafe,53.2878856,-6.1983677
Aprile Restaurant,restaurant,53.2884239,-6.199446
KFC,fast_food,53.3922813,-6.3908403
Casanova's,restaurant,53.2884496,-6.1992773
Chapter One,restaurant,53.3543759,-6.2639223
Clondalkin Leisure Centre,sports_centre,53.3218285,-6.3989376
Aldi,supermarket,53.277307,-6.1400285
Tesco Express,convenience,53.3602978,-6.2604438
Forest & Marcy,restaurant,53.3302561,-6.2513386
Piglet Wine Bar,restaurant,53.3441803,-6.2689488
Tallaght West Credit Union,bank,53.286079,-6.3904882
Charlotte Quay,restaurant,53.3428817,-6.2369889
The Tram Cafe,cafe,53.3480104,-6.2667312
The Cheeky Piglet,cafe,53.3372129,-6.2739632
Kokoro Bento - The Ramen Bar,restaurant,53.3415914,-6.2627803
Boojum,fast_food,53.34431,-6.2373587
The Hungry Mexican,restaurant,53.3462843,-6.2614066
The Coffee Bean,cafe,53.3485709,-6.2685546
Vida's,restaurant,53.2886566,-6.2439992
Wagamama,restaurant,53.2884302,-6.2437598
Zizzi,restaurant,53.2887023,-6.2440504
El Celler,restaurant,53.301222,-6.1778659
The Vanilla Pod Eatery,cafe,53.3020057,-6.1793844
Eddie Rocket's,fast_food,53.2940759,-6.1332995
,restaurant,53.3434917,-6.2757132
,convenience,53.2781755,-6.3986926
Cakes N’ More,cafe,53.3562739,-6.2653919
Max Pizza,supermarket,53.3535891,-6.2269909
Circle K,convenience,53.2548753,-6.1444419
An Cosán,pub,53.2788418,-6.4010508
,convenience,53.2787231,-6.4004795
Fallon & Byrne,cafe,53.3431212,-6.2631869
Woodfire & Green,restaurant,53.2774167,-6.2144599
,atm,53.2875365,-6.3666108
Costless Asian store,supermarket,53.2860356,-6.367391
Arena Fitness,fitness_centre,53.2835109,-6.375495
,atm,53.2865498,-6.3733881
,atm,53.2869139,-6.3704426
,atm,53.2852655,-6.3750521
Ray's,restaurant,53.3445506,-6.2634448
Bakehouse,cafe,53.3489014,-6.2480729
Casper & Giumbini's,restaurant,53.294053,-6.1332391
,atm,53.2979111,-6.2034242
Green Beards,cafe,53.3241584,-6.2400351
Avalon,restaurant,53.3243202,-6.2403298
The Hairy Lemon,restaurant,53.34124,-6.2638973
Shoe Lane Coffee,cafe,53.2925641,-6.1354411
Permanent TSB,bank,53.2918994,-6.1354472
Lidl,supermarket,53.2788883,-6.1377607
Apache Pizza,fast_food,53.2613151,-6.1515883
Offbeat Donut Co,cafe,53.3442725,-6.2365788
Starbucks,cafe,53.3326428,-6.24385
Kanoodle,fast_food,53.3609834,-6.1823781
Póg,restaurant,53.3610184,-6.1822929
,atm,53.4037677,-6.2603489
Subway,fast_food,53.4038093,-6.2603273
East Cafe,cafe,53.38823,-6.0636736
Spar,convenience,53.2886131,-6.2166155
Costa,cafe,53.347013,-6.2789289
Urbanity,cafe,53.3468366,-6.2790392
Rumi Cafe,cafe,53.3445614,-6.2691299
Parlour,cafe,53.3018455,-6.1783967
Rosa Madre,restaurant,53.3447956,-6.2639135
The Woollen Mills Eating House,restaurant,53.3466541,-6.2634921
Brother Hubbard,cafe,53.3486385,-6.2639781
Evolv Fitness,fitness_centre,53.3021832,-6.1780943
Reform Pilates,fitness_centre,53.3021615,-6.1780138
Aura De Paul Swimming Pool,sports_centre,53.3689227,-6.3230395
Ground Café and Eatery,cafe,53.2702406,-6.2250883
Starbucks,cafe,53.4460317,-6.2273068
Avoca Café,cafe,53.3435216,-6.2598797
Dunne and Crescenzi,restaurant,53.302192,-6.1803205
The Old Music Shop,restaurant,53.3548799,-6.2636843
Insomnia,cafe,53.2794375,-6.1349958
AIB,atm,53.3429187,-6.25959
Bank of Ireland,bank,53.3363093,-6.247841
The Hot Bubble,restaurant,53.3492429,-6.2689383
Supermac's,fast_food,53.3515076,-6.2504863
Phone Fix,cafe,53.351654,-6.263589
Dublin Cookery School,college,53.2969492,-6.1787566
San Lorenzo's,restaurant,53.3432925,-6.2646784
Sparks Bistro,restaurant,53.3486092,-6.2775579
Insomnia,cafe,53.3870699,-6.3774142
Lituanica,supermarket,53.3868376,-6.3768928
Temple Take Out,fast_food,53.3456562,-6.2629773
Bianconi's,restaurant,53.3174962,-6.2081542
Brown's,convenience,53.3174417,-6.2079691
Guud Day,cafe,53.3521515,-6.2608965
Fusion Grill,restaurant,53.3474393,-6.2630228
The Bakehouse,cafe,53.3469212,-6.2624196
Robert Reade Bar and Cafe,pub,53.3513605,-6.2513919
Best Seller,cafe,53.3407863,-6.2585879
Xtreme Fitness Ireland,fitness_centre,53.4435999,-6.2184675
Crabby Jo’s,restaurant,53.38997,-6.0722816
Counterpoint Fitness,fitness_centre,53.3001517,-6.1770216
Momo's,restaurant,53.2881468,-6.3702798
Bank of Ireland,bank,53.281389,-6.471165
Sprout and Co,cafe,53.3293882,-6.2321046
The Lobster Pot,restaurant,53.3293488,-6.2320778
The Bridge 1859,pub,53.3292911,-6.2320003
Firehouse,fast_food,53.3086538,-6.1961932
Your Stop,convenience,53.3086892,-6.1962748
Wong's Kitchen,fast_food,53.3052739,-6.1880085
D’Arcy McGee’s,pub,53.2934407,-6.3236249
Hatch and Sons,restaurant,53.3395107,-6.2584317
Olive Green,bar,53.3362743,-6.2485692
Subway,fast_food,53.333964,-6.2446227
Ink @ dlr LexIcon,cafe,53.2929524,-6.1318847
AIB,atm,53.2917708,-6.1347074
Permanent TSB,atm,53.2918941,-6.1355531
Bank of Ireland,atm,53.291652,-6.1343565
Bon Cafe,cafe,53.2918429,-6.1353667
O'Brien's,cafe,53.2918971,-6.1349554
Kimmage Development Studies Centre - closed,university,53.3085321,-6.3086178
El Bahia,restaurant,53.3427983,-6.2608029
Circle K,convenience,53.318277,-6.2106335
Reeves,restaurant,53.2983839,-6.3029831
Fifty50,restaurant,53.2984542,-6.3043133
Parnell's GAA club,sports_centre,53.3886599,-6.2047913
Mrs Reid's,cafe,53.3380336,-6.2695134
Delhi Rasoi,restaurant,53.2950237,-6.1434195
Mulberry Garden,restaurant,53.322679,-6.2368747
Arisu Sushi & BBQ,restaurant,53.3489146,-6.2691185
The Art of Coffee,cafe,53.3491522,-6.2612189
Camile,restaurant,53.2884806,-6.1992986
Industry & Co,cafe,53.342566,-6.2629714
Aperitivo,restaurant,53.3444519,-6.2671813
Dera (Pakistan & Afghan Food),restaurant,53.3537659,-6.2589712
Mace,convenience,53.415361,-6.3620426
Abrakebabra,fast_food,53.4152275,-6.3621325
O'Briens,cafe,53.4153002,-6.3620842
,atm,53.3324301,-6.2646209
Phoenix Cafe,cafe,53.3377651,-6.2772465
Insomnia,cafe,53.3340679,-6.2909587
Calimero Café,cafe,53.3439745,-6.2340143
Ku Raudo Sushi & Bento,restaurant,53.3458262,-6.2557784
The Port House Pintxo,restaurant,53.3451108,-6.2650119
Moldova,convenience,53.3601092,-6.2768726
The Mad Scone Bakery,bakery,53.3606251,-6.2746689
Appetizers Bistro and Cafe,cafe,53.3761786,-6.3165176
Romayo's Diner,fast_food,53.3766313,-6.311427
Gourmet Food Parlour,restaurant,53.4041271,-6.2424962
Costa,cafe,53.3244082,-6.3233038
Centra,convenience,53.3243104,-6.3232743
,convenience,53.3241344,-6.3296479
Cherry Tree Pub and Restaurant,pub,53.3164631,-6.3327284
Wonder Photo Shop,cafe,53.3018987,-6.1801429
Subway,fast_food,53.3491236,-6.2611656
The Riddler,restaurant,53.3431753,-6.2747683
Angler’s Rest,pub,53.3591428,-6.3587854
Starbucks,cafe,53.2865959,-6.3712914
,cafe,53.3419913,-6.2514197
The Mess Café,cafe,53.3378865,-6.316098
Bank of Ireland,bank,53.4053032,-6.1782009
Dunnes Stores Restaurant,restaurant,53.2664928,-6.1613764
Wigwam,bar,53.3480043,-6.2621526
The Happy Pear,restaurant,53.3226108,-6.3956666
Cove,fast_food,53.3566374,-6.3058738
Ayrfield Credit Union,bank,53.3971363,-6.1820791
Café Sol,cafe,53.2667594,-6.1610049
Do Falafel,fast_food,53.3323711,-6.264619
Starbucks,cafe,53.3377459,-6.2669418
El Gringo Burrito,fast_food,53.3397032,-6.2615093
The Rolling Donut,fast_food,53.340171,-6.2610198
Dublin Pizza Company,restaurant,53.3390019,-6.2658266
Bao House,restaurant,53.3389023,-6.2658503
Irish Potato Cake Company,cafe,53.3470579,-6.2617971
The Lovely Food Company,restaurant,53.3652832,-6.2566673
Shoe Lane Coffee,cafe,53.3471648,-6.2552509
Drunken Fish,bar,53.3491745,-6.244184
Sumaki,restaurant,53.3443978,-6.2674689
The Pepper Pot,cafe,53.342377,-6.261907
Open Gate Brewery,pub,53.3432314,-6.2869606
The Natural Bakery,bakery,53.3379592,-6.2522304
Rising Phoenix,restaurant,53.3652003,-6.3192334
Chill Cafe and Deli,cafe,53.2914904,-6.3569438
,fitness_centre,53.2914743,-6.3566112
Maxol,convenience,53.3202039,-6.2786331
Lavanda,restaurant,53.3506414,-6.2797011
Urban Brewing,pub,53.3491172,-6.2480644
The Quay's Irish Restaurant,restaurant,53.3456424,-6.2630923
Fresh,convenience,53.3467154,-6.2928448
The bean box coffee co,cafe,53.3395492,-6.2660959
Nourish,supermarket,53.3327094,-6.2160486
Cocobrew,cafe,53.3460014,-6.2619494
The Natural Bakery,bakery,53.3379519,-6.2522275
Tang,cafe,53.3396223,-6.2585786
E-Services & Communications Credit Union Limited,bank,53.3421187,-6.2582045
Kazak Russian Shop,supermarket,53.35198,-6.2651923
Chipmongers,fast_food,53.2947335,-6.2568867
Churchtown Stores,pub,53.2957712,-6.2603223
Indigo & Cloth - Café,cafe,53.3451605,-6.2664819
The Waggy Tail Tea Rooms,cafe,53.3876822,-6.0673833
The Market Bar,bar,53.3420522,-6.2640363
Cloud Cafe,cafe,53.3572721,-6.243414
Il Vicoletto,restaurant,53.3445885,-6.2637005
SuperValu,supermarket,53.3762364,-6.3331121
Eataly,cafe,53.3129728,-6.2384786
,fitness_centre,53.3759081,-6.3184111
,atm,53.3781309,-6.3274211
The Saddle Room,bar,53.3392353,-6.2561461
The Bagel Bar,fast_food,53.338125,-6.253873
Insanity Fit Zone,fitness_centre,53.3567202,-6.3751864
Abrakebabra,fast_food,53.322431,-6.2378772
The Natural Bakery,bakery,53.3224793,-6.2379419
Salt n Pepper Village,restaurant,53.3212595,-6.2350314
Beef & Lobster,restaurant,53.3441756,-6.2674339
Dollard & Co.,restaurant,53.3453161,-6.26718
Barista,cafe,53.309131,-6.2157739
Insomnia,cafe,53.3085991,-6.2148981
Spar,supermarket,53.308527,-6.2147828
Subway,fast_food,53.3084623,-6.2146926
The Bakewell,cafe,53.2980483,-6.2035403
Brass,bar,53.2952467,-6.2029446
CrossFit,fitness_centre,53.2112499,-6.1122919
Staple Foods,cafe,53.3397962,-6.243558
Kilkenny Cafe and Restaurant,cafe,53.3422203,-6.2554274
Burrito Bros,fast_food,53.3093504,-6.2844898
Masala,restaurant,53.3858503,-6.3732458
Daybreak,convenience,53.3235165,-6.4247351
The Living Room,bar,53.3523379,-6.2603868
Ladurée Dublin,bakery,53.3429671,-6.2621548
Flanagans Restaurant,restaurant,53.350314,-6.2609607
Le Petit Parisien,cafe,53.3423066,-6.2622452
Gurman's Tea and Coffee World,cafe,53.3400452,-6.261527
Stella Cocktail Club,bar,53.322389,-6.2658412
,restaurant,53.3550835,-6.2798959
,restaurant,53.4225607,-6.1350834
LEGIT COFFEE CO,cafe,53.3412942,-6.2787349
Anjappar Chettinad Indian Restaurant,restaurant,53.2863428,-6.3751701
Domino's,fast_food,53.2870023,-6.3697222
McDonald's,fast_food,53.2866139,-6.3722581
Mroz,convenience,53.286474,-6.3751921
Burger King,fast_food,53.2864634,-6.3720578
KFC,fast_food,53.2863006,-6.3719236
Nando's,restaurant,53.3923036,-6.2500211
Phibsboro boxing club,sports_centre,53.3557219,-6.2724303
The Planted Bean,cafe,53.3665893,-6.3192171
Daybreak,convenience,53.3512872,-6.2613353
Londis,convenience,53.3525771,-6.2611257
Rongs,supermarket,53.3531437,-6.2605745
Ea-Tea,cafe,53.3530757,-6.2607206
T.J.s Coffee Bar,cafe,53.3527574,-6.2607481
Fibber Magee’s,pub,53.3528545,-6.2605121
Enzo's,fast_food,53.3529946,-6.2601902
Nimra Asian Foods,supermarket,53.3530762,-6.2599971
Pescegrande Takeaway,fast_food,53.2775542,-6.1412277
Thundercut Alley,restaurant,53.3489586,-6.2789155
Papa John's,fast_food,53.3462615,-6.2593929
Kebab and Burger Maker,fast_food,53.3308637,-6.2646386
The Hidden Gym,fitness_centre,53.3508837,-6.2794901
Voici Creperie and Wine Bar,restaurant,53.3218704,-6.2662082
Firehouse Pizza,fast_food,53.3947158,-6.2645513
Hub Himalayan,fast_food,53.3574988,-6.2885454
Pizza Max,fast_food,53.3593883,-6.2873983
Morning Glory Café,cafe,53.3088041,-6.3297035
The Shack Restaurant,restaurant,53.3454338,-6.2644019
Circle K,convenience,53.3529738,-6.364027
Brasa Steak House,restaurant,53.3461037,-6.2687857
Gerard's Café,cafe,53.3499005,-6.2519867
Good to Go Dublin,fast_food,53.3393546,-6.2641568
Dubray Cafe,cafe,53.3409954,-6.2604771
Youthreach,college,53.3915797,-6.2645581
Just Wing It,fast_food,53.2869909,-6.3697622
Star Buys,supermarket,53.4019815,-6.1790532
Reformtion,fitness_centre,53.3300139,-6.2585047
Alpha Espresso,cafe,53.3248096,-6.265569
Morelands Grill,restaurant,53.3457148,-6.2588869
Cafe Sol,cafe,53.2986399,-6.3594519
Convenience shop,convenience,53.3436612,-6.2617368
Happy's News and Booze,convenience,53.3340309,-6.2773603
Chewbrew,restaurant,53.341134,-6.2656605
Mizzoni’ Cafe,fast_food,53.3360067,-6.4582073
Bear Mrkt,cafe,53.342501,-6.2500492
Boojum,fast_food,53.333606,-6.2461162
The Snug Bar,bar,53.341461,-6.2659913
Frank and Honest,cafe,53.3465286,-6.2602302
Pablo Picante,restaurant,53.3464639,-6.2605775
Riverside,convenience,53.3462075,-6.2617509
r.i.o.t.,bar,53.3462583,-6.2615322
Euronet,atm,53.3461811,-6.2617308
The Place,bar,53.3516917,-6.2501036
Coffee Angel,cafe,53.3439677,-6.2621444
Coffee Angel,cafe,53.3419563,-6.254063
Coffee Angel,cafe,53.3367901,-6.2518955
MV Cill Airne,restaurant,53.3472472,-6.2383286
Bagel Factory,restaurant,53.4152753,-6.3620999
McNally's Newsagents,convenience,53.3556882,-6.2610498
Starbucks,cafe,53.3460681,-6.2624046
Akaka Poké,fast_food,53.3469119,-6.2632068
Butler's Chocolate Café,cafe,53.3470412,-6.2632395
Istanbul Kebab House,fast_food,53.3472432,-6.2635032
Istanbel,fast_food,53.3474349,-6.2633433
Peking Street Food,fast_food,53.3474918,-6.2633704
Chick'n Lick'n,fast_food,53.3472964,-6.2635227
Starbucks,cafe,53.347522,-6.2636133
Anatolia,supermarket,53.3471924,-6.263762
Filipino Bakery,cafe,53.3476753,-6.2636698
,atm,53.3479562,-6.2640481
Sweethouse,cafe,53.348206,-6.2641011
,atm,53.3487306,-6.264374
King's,fast_food,53.3013131,-6.1774499
Shanard Late Shop,convenience,53.3908449,-6.2570538
Rafo's Take Away,fast_food,53.3908281,-6.2569338
Mizzoni's Pizza,fast_food,53.3908193,-6.2568493
Londis,convenience,53.3852792,-6.2582749
Dublin Chicken and Rice,fast_food,53.356221,-6.2653265
body dynamics,fitness_centre,53.3948314,-6.2498697
1838 Club,restaurant,53.385483,-6.2605913
DCUBS Café,cafe,53.3862907,-6.2574492
Invent Cafe,cafe,53.3847598,-6.2535037
Zest Bar,cafe,53.3850046,-6.2577121
Ballark Community Training Centre,college,53.3886277,-6.2552822
Bank of Ireland,bank,53.3899706,-6.2985126
New Magic Wok,fast_food,53.3807392,-6.245897
Dorset College,college,53.3608786,-6.2605848
Tasty Options,cafe,53.3577462,-6.2637539
Midnight Express,fast_food,53.3563385,-6.2651942
,sports_centre,53.3844004,-6.2582468
3fe / Victoria Arduino,cafe,53.3316891,-6.2516735
Macari's Cafe n Diner Pizzeria,cafe,53.3962946,-6.2628455
Paulista Pizzas & Esfihas,fast_food,53.3543764,-6.2669684
Wasabi,restaurant,53.3571426,-6.2645196
AIB,bank,53.395193,-6.2638437
Ballygall Credit Union,bank,53.39529,-6.2637638
Wasabi Grill,restaurant,53.3577016,-6.2633122
Do-Son,fast_food,53.3579216,-6.2630488
Alimentara Transilvania,supermarket,53.3590749,-6.2615934
Goldribbon,bakery,53.3591149,-6.2615653
Ruposhe Indian,restaurant,53.3619309,-6.2597615
The Station,restaurant,53.3627684,-6.2588254
,cafe,53.371737,-6.2560322
,cafe,53.3717914,-6.2551819
McGettigan’s,pub,53.3776965,-6.2468808
Clonturk Community College,college,53.3792372,-6.2476975
,atm,53.3882649,-6.2461674
Larkhill & District Credit Union,bank,53.388599,-6.2454336
San Sans,fast_food,53.3886913,-6.2454841
San Marino,fast_food,53.3887329,-6.2455025
Courtyard Bar & Grill,restaurant,53.3226498,-6.2385576
Nail Sytems International Training Centre,college,53.3876459,-6.2384743
Beaumont Bakery,bakery,53.3877212,-6.2378886
Delight City,fast_food,53.3857265,-6.2339284
Centra,convenience,53.3841222,-6.2143051
Camile Thai,fast_food,53.3763926,-6.2176317
Doran's,restaurant,53.370791,-6.2059734
Insomnia,cafe,53.370807,-6.2058567
Boojum,fast_food,53.3482238,-6.2786375
Muscle Clinic,fitness_centre,53.3591411,-6.1957969
Fuel Fit Food,cafe,53.3600148,-6.1960645
Clontarf Credit Union,bank,53.3599067,-6.1965285
EBS,bank,53.3595852,-6.1961249
Hemmingway’s,restaurant,53.3594326,-6.1961257
Caffè Nero,cafe,53.3210149,-6.2349128
O' Connells Belmont Room,restaurant,53.3227993,-6.2384023
Happy Out,cafe,53.3244849,-6.2405098
Lidl,supermarket,53.290677,-6.2454676
Pinnacle Movement,fitness_centre,53.297941,-6.1781318
Life Balance,fitness_centre,53.297533,-6.1797184
Market Street,restaurant,53.3417634,-6.2869724
Raw,sports_centre,53.335029,-6.2655156
Bank of Ireland,atm,53.3361926,-6.2655416
Chopped (Healthy Food Company),restaurant,53.3889002,-6.3893807
The GAP Kitchen,restaurant,53.2226024,-6.2258038
Glencullen Adventure Park,sports_centre,53.2229574,-6.2254983
Nando's,restaurant,53.3432778,-6.2620833
Bank of Ireland,bank,53.3894045,-6.2000074
Meet Me in the Morning,cafe,53.3354878,-6.2662113
Hot Yoga Studios Dundrum,fitness_centre,53.2938701,-6.2453616
Steps of Rome,restaurant,53.3050101,-6.2453642
Insomnia,cafe,53.3642941,-6.1956588
Di Lucia's,fast_food,53.370798,-6.238848
Flyefit,fitness_centre,53.3423703,-6.2647815
Dunnes Stores,supermarket,53.384807,-6.3122035
,convenience,53.3440091,-6.3704294
Patisserie Valerie,cafe,53.3497513,-6.2645286
KFC,fast_food,53.4010053,-6.1802345
The Natural Bakery,bakery,53.4013985,-6.1804126
Bimbo's Corner Shop,convenience,53.3951485,-6.2300561
,cafe,53.3599669,-6.26538
Shangan Road,restaurant,53.3947583,-6.2605792
,cafe,53.3453727,-6.266622
Lidl,supermarket,53.4051642,-6.2611801
Kiwifit,fitness_centre,53.3891991,-6.1091912
Zucconi Sushi Bar,restaurant,53.3499811,-6.2535396
Roasted Bean Coffee Company,cafe,53.3512698,-6.2505527
Il Capo,fast_food,53.3510769,-6.2517248
The Pantry,cafe,53.3510339,-6.251978
Spar,convenience,53.3509506,-6.2524742
Tea Lab,cafe,53.3507145,-6.2539628
Mobile Expert,convenience,53.3507553,-6.2537469
Starbucks,cafe,53.3877339,-6.0661797
Grain & Grill Restaurant,restaurant,53.2841449,-6.375968
Grain & Grill Bar,bar,53.2840894,-6.3759556
Grain & Grill Bar,bar,53.3496315,-6.2786626
Red Bean Roastery,cafe,53.3496182,-6.2784956
Grain & Grill Restaurant,restaurant,53.3132009,-6.3930201
Grain & Grill Bar,bar,53.3131172,-6.3929869
Red Bean Roastery,cafe,53.3136047,-6.392579
Red Bean Roastery,cafe,53.4274461,-6.2338834
Grain & Grill Restaurant,restaurant,53.3434641,-6.2436456
Grain & Grill Bar,bar,53.3435319,-6.2436233
Red Bean Roastery,cafe,53.343498,-6.2436333
Belvedere Grill,restaurant,53.3550481,-6.2623303
Belvedere Bar,bar,53.3550126,-6.262401
Spar,convenience,53.3760819,-6.1926619
Hi Cafe,cafe,53.3250844,-6.3933473
Oh! My,fast_food,53.345528,-6.2594892
Off Beat Donut Co,fast_food,53.3456098,-6.2594835
Pinocchio,restaurant,53.3446464,-6.2683257
,atm,53.3430421,-6.2703094
Bloody Mary's,cafe,53.3427065,-6.2622785
Re Store,convenience,53.3496074,-6.3772229
Centra,convenience,53.4034435,-6.1712756
Angelo's,fast_food,53.403434,-6.1709617
Texaco,convenience,53.2828119,-6.1586976
Brewbaker Cafe,cafe,53.3419802,-6.2541528
Kylemore Community Training Centre,college,53.3427357,-6.3459875
Camile Thai,restaurant,53.3476734,-6.4226266
Bank of Ireland,atm,53.2779402,-6.1639891
Mace,convenience,53.3161273,-6.3433759
Eurospar,supermarket,53.3501547,-6.2608399
,atm,53.3501219,-6.2608157
"Roberta's Restaurant, Bar & Terrace",restaurant,53.3450765,-6.2673155
Circle K,convenience,53.2789216,-6.1073678
AIB,bank,53.4486502,-6.2216362
The Birdcage Cafe,cafe,53.2843284,-6.4559865
Londis,convenience,53.3117231,-6.2995886
Subway,fast_food,53.3117447,-6.2995111
AIB,atm,53.420204,-6.3828499
Circle K,convenience,53.3200559,-6.2434744
Five Guys,fast_food,53.2886484,-6.2441499
,atm,53.2880522,-6.2424598
Dunne & Crescenzi,restaurant,53.2882804,-6.243159
Bob’s,pub,53.3563012,-6.4500685
Reed's on the River,cafe,53.356266,-6.4503715
The Bar With No Name,bar,53.3419024,-6.264235
La Gustosa,restaurant,53.385596,-6.1405126
Diwali,restaurant,53.3429088,-6.2646867
Kennedys Foodstore,cafe,53.3604685,-6.2725433
Lidl,supermarket,53.3578372,-6.2894468
Brookwood,restaurant,53.3378448,-6.2527069
Coxinharia Coffee & Co,cafe,53.3504879,-6.2716869
,restaurant,53.3447969,-6.267304
53 South William,bar,53.34174,-6.2626634
Le Pain Quotidien,cafe,53.3413411,-6.2576936
The Chipper,fast_food,53.2721717,-6.3716797
Grain & Grill,restaurant,53.3382044,-6.2718164
Grain & Grill,bar,53.3381976,-6.2717563
Red Bean Roastery,cafe,53.338212,-6.2718824
Park Lane Deli,cafe,53.3491274,-6.3436259
Full Stop Café,cafe,53.3423976,-6.352368
Centra,convenience,53.3410367,-6.3352008
Ecaterinacakes,cafe,53.3587423,-6.2698337
,convenience,53.2907417,-6.3779437
Alfred's,pub,53.342004,-6.2866892
Pearl Brasserie,restaurant,53.3383139,-6.2531219
Johnson Best Food Take Away (The Real Taste of Africans),fast_food,53.3563331,-6.2515949
Freshii,restaurant,53.348717,-6.2777791
Fitness Ireland,convenience,53.3488686,-6.2777493
Bank of Ireland,atm,53.3492606,-6.2454018
M&S Cafe,cafe,53.342097,-6.2596964
Decies County,bar,53.3410001,-6.3354067
China City,fast_food,53.3409582,-6.3355935
Day-Today,convenience,53.3958653,-6.4394334
Coffee Angel,cafe,53.3493346,-6.2461616
Pinoy Sari Sari Store Ltd,supermarket,53.3482561,-6.2694298
Mt. Everest of Kathmadu,restaurant,53.2008749,-6.1108707
News Express,convenience,53.3424369,-6.3507709
Ballyfermot Credit Union,bank,53.3424273,-6.3511872
Darius,fast_food,53.3424235,-6.3513844
Lam's,fast_food,53.3424207,-6.3514661
Spar,convenience,53.3423929,-6.3519587
More 4 Less,convenience,53.3424386,-6.3529924
Tasty Treats Bakery,bakery,53.3424494,-6.3531527
More 4 Less,convenience,53.3424572,-6.3534025
Londis,convenience,53.3425329,-6.354328
Maggies,convenience,53.3391582,-6.3447869
The Fourth Corner,pub,53.3389208,-6.2722998
Sopranos,restaurant,53.3857743,-6.1553015
Taro Noodles & Sushi Bar,restaurant,53.3854059,-6.1540258
Domino's,fast_food,53.3854524,-6.1541246
Asian Express,fast_food,53.385425,-6.1540695
The Ivy,restaurant,53.3414179,-6.258002
Ballyfermot Library,library,53.3402017,-6.351719
Centra,convenience,53.3406907,-6.3662127
Ebb & Flow Coffee,cafe,53.3629086,-6.2189718
Quattro,restaurant,53.2526371,-6.2138032
Borza's Takeaway,fast_food,53.2525882,-6.2135656
Woodruff,restaurant,53.2524744,-6.2133519
The Picnic Cafe,cafe,53.2502664,-6.185688
Subway,fast_food,53.2813825,-6.4703029
Mandarin House,fast_food,53.2814492,-6.4667518
Pure Indian,fast_food,53.2814422,-6.466844
The Coole Cafe,cafe,53.2819291,-6.4655543
Copper Kettle,cafe,53.281386,-6.4699075
Lidl,supermarket,53.3506008,-6.2789436
The Seafood Cafe,restaurant,53.344976,-6.2634527
The Pantry,cafe,53.351066,-6.2517695
Forno,bakery,53.2033147,-6.1007926
Marcella's Take Away,fast_food,53.2815511,-6.4657335
Little Frieda's,cafe,53.2754123,-6.1580359
